Date,Log
2018-08-21 00:31:35.598512,I''s Installed on OUTER SAPIENTIA.
2018-08-21 00:31:59.722859,1 World selected.
2018-08-21 00:32:02.728034,Please select a world to Combine with.
2018-08-21 00:32:04.723408,1 World succesfully combined into I''s Pure.
2018-08-21 00:32:06.723979,1 World selected.
2018-08-21 00:32:15.725800,Save completed.
2018-08-21 00:32:33.794008,Please select a world to Combine with.
2018-08-21 00:32:39.782343,1 World selected.
2018-08-21 00:32:44.780058,Please select a world to Combine with.
2018-08-21 00:51:26.556179,Dennou Coil added to Fragmentations List.
2018-08-21 00:52:27.642146,Dennou Coil Episode 1 is unavailable.
2018-08-21 00:53:13.580958,Commencing Fragmentation: Dennou Coil Episode 1
2018-08-21 01:37:48.730117,Commencing Fragmentation: Dennou Coil Episode 2
2018-08-21 02:03:13.671814,Commencing Fragmentation: Dennou Coil Episode 3
2018-08-21 02:29:48.227382,Commencing Fragmentation: Dennou Coil Episode 4
2018-08-21 02:56:57.767990,Commencing Fragmentation: Dennou Coil Episode 5
2018-08-21 03:31:55.046055,Save completed.
2018-08-22 20:21:26.418937,Darling in the FranXX defragmented.
2018-08-22 20:21:34.419049,Commencing Fragmentation: Dennou Coil Episode 6
2018-08-22 20:46:52.720182,Commencing Fragmentation: Dennou Coil Episode 7
2018-08-22 21:11:56.661604,Save completed.
2018-08-22 21:12:12.778787,Copied World: Dennou Coil
2018-08-22 22:27:43.464232,Kowabon Installed on OUTER SAPIENTIA.
2018-08-22 22:27:47.467104,Save completed.
2018-08-22 22:47:44.908080,Commencing Fragmentation: Dennou Coil Episode 8
2018-08-22 23:12:54.474080,Save completed.
2018-08-24 02:07:18.027944,Commencing Fragmentation: Dennou Coil Episode 9
2018-08-24 02:49:55.556318,Commencing Fragmentation: Dennou Coil Episode 10
2018-08-24 03:15:26.222856,Save completed.
2018-08-24 21:28:47.930774,Natsuyasumi. Installed on OUTER MYSTERIUM.
2018-08-24 21:28:53.103476,Save completed.
2018-08-29 03:34:26.000025,Dennou Coil Episode 11 is unavailable.
2018-08-29 03:35:22.936499,Commencing Fragmentation: Dennou Coil Episode 11
2018-08-29 05:13:10.021007,Commencing Fragmentation: Dennou Coil Episode 12
2018-08-29 05:38:27.630551,Save completed.
2018-08-29 05:47:22.648843,Commencing Fragmentation: Dennou Coil Episode 13
2018-08-29 06:12:35.120781,Save completed.
2018-09-05 01:17:21.229973,Commencing Fragmentation: Dennou Coil Episode 14
2018-09-05 01:42:52.963901,Commencing Fragmentation: Dennou Coil Episode 15
2018-09-05 02:08:00.502871,Commencing Fragmentation: Dennou Coil Episode 16
2018-09-05 02:35:30.759754,Commencing Fragmentation: Dennou Coil Episode 17
2018-09-05 03:00:45.653316,Commencing Fragmentation: Dennou Coil Episode 17
2018-09-05 03:01:06.696660,Commencing Fragmentation: Dennou Coil Episode 18
2018-09-05 03:26:13.211274,Commencing Fragmentation: Dennou Coil Episode 19
2018-09-05 03:52:15.723250,Commencing Fragmentation: Dennou Coil Episode 20
2018-09-05 04:17:22.528373,Commencing Fragmentation: Dennou Coil Episode 21
2018-09-05 04:42:29.264147,Commencing Fragmentation: Dennou Coil Episode 22
2018-09-05 05:07:54.786846,Commencing Fragmentation: Dennou Coil Episode 23
2018-09-05 05:33:09.286780,Save completed.
2018-09-05 05:33:21.415773,Commencing Fragmentation: Dennou Coil Episode 24
2018-09-05 05:34:57.466225,Copied World: Dennou Coil
2018-09-05 06:03:18.154628,Commencing Fragmentation: Dennou Coil Episode 25
2018-09-05 06:31:14.558655,Commencing Fragmentation: Dennou Coil Episode 26
2018-09-05 06:59:35.241819,Copied World: Dennou Coil
2018-09-05 06:59:36.244532,Dennou Coil conquered.
2018-09-05 06:59:38.261012,Save completed.
2018-09-05 07:06:18.326580,Darling in the FranXX added to Fragmentations List.
2018-09-05 07:06:24.532100,Commencing Fragmentation: Darling in the FranXX Episode 1
2018-09-05 07:31:19.213038,Save completed.
2018-09-08 01:11:33.399815,Copied World: Darling in the FranXX
2018-09-08 01:12:20.471345,Darling in the FranXX Episode 2 is unavailable.
2018-09-08 01:12:21.466997,Ready to materialize (mp4): Darling in the FranXX Episode 2
2018-09-08 01:27:44.742634,Ready to materialize (mp4): Darling in the FranXX Episode 2
2018-09-08 01:28:10.763243,Darling in the FranXX Episode 3 is unavailable.
2018-09-08 01:28:11.768960,Ready to materialize (mp4): Darling in the FranXX Episode 3
2018-09-08 01:33:15.847624,Ready to materialize (mp4): Darling in the FranXX Episode 3
2018-09-08 01:36:46.004262,Darling in the FranXX Episode 4 is unavailable.
2018-09-08 01:36:47.007097,Ready to materialize (mp4): Darling in the FranXX Episode 4
2018-09-08 01:39:49.059249,Darling in the FranXX Episode 5 is unavailable.
2018-09-08 01:39:50.060962,Ready to materialize (mp4): Darling in the FranXX Episode 5
2018-09-08 01:40:44.167590,Darling in the FranXX Episode 6 is unavailable.
2018-09-08 01:40:45.170338,Ready to materialize (mp4): Darling in the FranXX Episode 6
2018-09-08 01:41:56.249330,Darling in the FranXX Episode 7 is unavailable.
2018-09-08 01:41:57.247036,Ready to materialize (mp4): Darling in the FranXX Episode 7
2018-09-08 01:42:57.250484,Darling in the FranXX Episode 8 is unavailable.
2018-09-08 01:42:58.246192,Ready to materialize (mp4): Darling in the FranXX Episode 8
2018-09-08 01:43:36.259761,Darling in the FranXX Episode 9 is unavailable.
2018-09-08 01:43:37.257523,Ready to materialize (mp4): Darling in the FranXX Episode 9
2018-09-08 01:45:26.314507,Commencing Fragmentation: Darling in the FranXX Episode 2
2018-09-08 02:10:22.034864,Commencing Fragmentation: Darling in the FranXX Episode 3
2018-09-08 02:36:55.198791,Darling in the FranXX Episode 10 is unavailable.
2018-09-08 02:36:56.204503,Ready to materialize (mp4): Darling in the FranXX Episode 10
2018-09-08 02:36:57.200211,Save completed.
2018-09-08 02:40:09.602068,Darling in the FranXX Episode 11 is unavailable.
2018-09-08 02:40:10.599775,Ready to materialize (mp4): Darling in the FranXX Episode 11
2018-09-08 02:40:31.615693,Darling in the FranXX Episode 12 is unavailable.
2018-09-08 02:40:32.618406,Ready to materialize (mp4): Darling in the FranXX Episode 12
2018-09-08 02:41:16.746729,Darling in the FranXX Episode 13 is unavailable.
2018-09-08 02:41:17.745438,Ready to materialize (mp4): Darling in the FranXX Episode 13
2018-09-08 03:00:09.721312,Commencing Fragmentation: Darling in the FranXX Episode 4
2018-09-08 04:11:13.988189,Commencing Fragmentation: Darling in the FranXX Episode 5
2018-09-08 04:35:33.085498,Commencing Fragmentation: Darling in the FranXX Episode 6
2018-09-08 05:02:47.902298,Save completed.
2018-09-08 05:26:11.327188,Commencing Fragmentation: Darling in the FranXX Episode 7
2018-09-08 05:58:42.511637,Save completed.
2018-09-08 06:25:18.861356,Trinity Seven added to Fragmentations List.
2018-09-08 06:25:22.855339,Commencing Fragmentation: Trinity Seven Episode 1
2018-09-08 06:50:43.847223,Save completed.
2018-09-09 00:05:01.165143,Copied World: Darling in the FranXX
2018-09-09 01:40:32.013354,Commencing Fragmentation: Darling in the FranXX Episode 12
2018-09-09 01:40:50.622060,Commencing Fragmentation: Darling in the FranXX Episode 8
2018-09-09 03:26:30.397978,Save completed.
2018-09-09 14:36:48.391066,Commencing Fragmentation: Darling in the FranXX Episode 9
2018-09-09 15:02:07.435909,Save completed.
2018-09-17 00:10:37.693234,Commencing Fragmentation: Darling in the FranXX Episode 10
2018-09-17 00:11:43.765684,Commencing Fragmentation: Darling in the FranXX Episode 9
2018-09-17 00:11:52.767282,Commencing Fragmentation: Darling in the FranXX Episode 10
2018-09-17 00:54:38.617837,Commencing Fragmentation: Darling in the FranXX Episode 11
2018-09-17 01:19:02.392499,Commencing Fragmentation: Darling in the FranXX Episode 12
2018-09-17 01:43:14.052982,Commencing Fragmentation: Darling in the FranXX Episode 13
2018-09-17 02:07:25.994956,Darling in the FranXX Episode 14 is unavailable.
2018-09-17 02:07:32.992962,Copied World: Darling in the FranXX
2018-09-17 02:08:34.008722,Ready to materialize (mp4): Darling in the FranXX Episode 14
2018-09-17 02:09:15.071699,Darling in the FranXX Episode 15 is unavailable.
2018-09-17 02:09:16.076412,Ready to materialize (mp4): Darling in the FranXX Episode 15
2018-09-17 02:11:08.156584,Darling in the FranXX Episode 16 is unavailable.
2018-09-17 02:11:09.159720,Ready to materialize (mp4): Darling in the FranXX Episode 16
2018-09-17 02:11:35.183849,Darling in the FranXX Episode 17 is unavailable.
2018-09-17 02:11:36.188575,Ready to materialize (mp4): Darling in the FranXX Episode 17
2018-09-17 02:12:29.229178,Darling in the FranXX Episode 18 is unavailable.
2018-09-17 02:12:30.232392,Ready to materialize (mp4): Darling in the FranXX Episode 18
2018-09-17 02:13:02.273758,Darling in the FranXX Episode 19 is unavailable.
2018-09-17 02:13:03.288535,Ready to materialize (mp4): Darling in the FranXX Episode 19
2018-09-17 02:13:27.329459,Darling in the FranXX Episode 20 is unavailable.
2018-09-17 02:13:29.343972,Ready to materialize (mp4): Darling in the FranXX Episode 20
2018-09-17 02:15:43.503867,Darling in the FranXX Episode 21 is unavailable.
2018-09-17 02:15:44.538791,Ready to materialize (mp4): Darling in the FranXX Episode 21
2018-09-17 02:16:18.607120,Darling in the FranXX Episode 22 is unavailable.
2018-09-17 02:16:19.612886,Ready to materialize (mp4): Darling in the FranXX Episode 22
2018-09-17 02:16:48.635629,Darling in the FranXX Episode 23 is unavailable.
2018-09-17 02:16:49.640088,Ready to materialize (mp4): Darling in the FranXX Episode 23
2018-09-17 02:18:04.742086,Darling in the FranXX Episode 24 is unavailable.
2018-09-17 02:18:06.739575,Ready to materialize (mp4): Darling in the FranXX Episode 24
2018-09-17 02:24:09.860475,Commencing Fragmentation: Darling in the FranXX Episode 14
2018-09-17 02:49:41.332997,Commencing Fragmentation: Darling in the FranXX Episode 15
2018-09-17 03:14:24.585860,Commencing Fragmentation: Darling in the FranXX Episode 16
2018-09-17 03:38:37.359954,Commencing Fragmentation: Darling in the FranXX Episode 17
2018-09-17 04:04:33.828878,Save completed.
2018-09-17 04:21:45.949733,Commencing Fragmentation: Darling in the FranXX Episode 18
2018-09-17 04:46:05.481400,Commencing Fragmentation: Darling in the FranXX Episode 19
2018-09-17 05:26:40.677899,Commencing Fragmentation: Darling in the FranXX Episode 20
2018-09-17 05:52:39.122867,Commencing Fragmentation: Darling in the FranXX Episode 21
2018-09-17 06:16:53.962127,Commencing Fragmentation: Darling in the FranXX Episode 22
2018-09-17 06:41:25.982213,Commencing Fragmentation: Darling in the FranXX Episode 23
2018-09-17 07:05:43.789681,Commencing Fragmentation: Darling in the FranXX Episode 24
2018-09-17 07:30:07.345525,Copied World: Darling in the FranXX
2018-09-17 07:30:10.340656,Darling in the FranXX conquered.
2018-09-17 07:30:17.375736,Save completed.
2018-09-18 06:00:20.255569,Commencing Fragmentation: Trinity Seven Episode 2
2018-09-18 06:24:36.595528,Save completed.
2018-09-19 03:09:06.002096,Commencing Fragmentation: Trinity Seven Episode 3
2018-09-19 04:14:10.756913,Save completed.
2018-09-19 04:49:50.826051,Commencing Fragmentation: Trinity Seven Episode 4
2018-09-19 05:14:13.348061,Save completed.
2018-09-20 01:42:29.322837,Trinity Seven Episode 5 is unavailable.
2018-09-20 01:42:43.318873,Trinity Seven Episode 5 is unavailable.
2018-09-20 01:42:48.319459,Commencing Fragmentation: Trinity Seven Episode 5
2018-09-20 02:43:43.216876,Save completed.
2018-09-20 02:43:45.347580,Commencing Fragmentation: Trinity Seven Episode 6
2018-09-20 03:07:53.239376,Commencing Fragmentation: Trinity Seven Episode 7
2018-09-20 03:31:54.148024,Save completed.
2018-09-21 01:22:25.932781,Hidamari no Ki Installed on OUTER SAPIENTIA.
2018-09-21 01:22:29.931810,Save completed.
2018-09-22 02:58:30.078023,Green Eyes Ane Kyun Yori Installed on AMORPHOUS MYSTERIUM.
2018-09-22 02:59:28.100718,Milf Mansion Installed on OUTER MYSTERIUM.
2018-09-22 02:59:40.098288,1 World selected.
2018-09-22 03:01:02.170379,Green Eyes Ane Kyun Yori populated with 1 Fragments.
2018-09-22 03:01:05.169510,Save completed.
2018-09-22 03:31:55.355530,2 Worlds selected.
2018-09-22 03:32:03.374377,Beat Blades Haruka Installed on OUTER MYSTERIUM.
2018-09-22 03:32:24.407390,Save completed.
2018-09-23 01:31:14.603439,Commencing Fragmentation: Trinity Seven Episode 8
2018-09-23 01:55:30.058329,Commencing Fragmentation: Trinity Seven Episode 9
2018-09-23 02:19:31.822880,Commencing Fragmentation: Trinity Seven Episode 10
2018-09-23 02:43:33.574153,Save completed.
2018-09-23 02:43:43.579317,Commencing Fragmentation: Trinity Seven Episode 11
2018-09-23 03:07:43.390274,Commencing Fragmentation: Trinity Seven Episode 12
2018-09-23 03:31:31.028490,Copied World: Trinity Seven
2018-09-23 03:31:34.022619,Trinity Seven conquered.
2018-09-23 03:31:35.027335,Save completed.
2018-09-23 20:29:55.521382,Commencing Fragmentation: Furueru Kuchibiru Episode 1
2018-09-23 21:54:08.673247,Kaiji added to Fragmentations List.
2018-09-23 21:54:23.652906,Commencing Fragmentation: Kaiji Episode 1
2018-09-23 22:30:35.659867,Commencing Fragmentation: Kaiji Episode 2
2018-09-23 22:30:58.045518,Commencing Fragmentation: Kaiji Episode 3
2018-09-23 22:31:38.077690,Commencing Fragmentation: Kaiji Episode 13
2018-09-23 22:31:47.363762,Commencing Fragmentation: Kaiji Episode 2
2018-09-23 22:31:55.384486,Ready to materialize (mp4): Kaiji Episode 2
2018-09-23 22:33:30.447892,Commencing Fragmentation: Kaiji Episode 1
2018-09-23 22:40:37.678654,Commencing Fragmentation: Kaiji Episode 2
2018-09-23 23:04:40.666144,Commencing Fragmentation: Kaiji Episode 3
2018-09-23 23:27:43.257751,Commencing Fragmentation: Kaiji Episode 25
2018-09-23 23:27:51.280717,Commencing Fragmentation: Kaiji Episode 3
2018-09-23 23:27:58.277778,Commencing Fragmentation: Kaiji Episode 4
2018-09-23 23:51:51.594490,Commencing Fragmentation: Kaiji Episode 5
2018-09-24 00:14:57.229754,Commencing Fragmentation: Kaiji Episode 6
2018-09-24 00:39:53.885401,Commencing Fragmentation: Kaiji Episode 7
2018-09-24 01:04:49.446828,Commencing Fragmentation: Kaiji Episode 8
2018-09-24 01:28:07.876386,Commencing Fragmentation: Kaiji Episode 9
2018-09-24 01:52:19.390528,Commencing Fragmentation: Kaiji Episode 10
2018-09-24 02:17:22.911105,Save completed.
2018-09-24 02:22:47.937661,Commencing Fragmentation: Kaiji Episode 11
2018-09-24 02:45:49.722017,Commencing Fragmentation: Kaiji Episode 12
2018-09-24 03:12:14.358438,Commencing Fragmentation: Kaiji Episode 13
2018-09-24 03:52:45.377892,Commencing Fragmentation: Kaiji Episode 14
2018-09-24 04:24:02.482304,Save completed.
2018-09-24 04:29:39.581822,Commencing Fragmentation: Kaiji Episode 15
2018-09-24 04:53:58.267302,Save completed.
2018-09-24 04:55:27.309054,Commencing Fragmentation: Kaiji Episode 16
2018-09-24 05:20:43.948957,Save completed.
2018-09-24 05:21:26.950214,Commencing Fragmentation: Kaiji Episode 17
2018-09-24 05:52:10.451066,Save completed.
2018-09-28 03:24:52.375500,Kill Me Baby added to Fragmentations List.
2018-09-28 03:25:45.305081,Commencing Fragmentation: Kill Me Baby Episode 1
2018-09-28 03:50:15.287306,Commencing Fragmentation: Kill Me Baby Episode 2
2018-09-28 04:16:07.947726,Save completed.
2018-09-29 01:55:01.934025,Kill Me Baby Episode 3 is unavailable.
2018-09-29 01:57:13.682525,Commencing Fragmentation: Kill Me Baby Episode 3
2018-09-29 02:23:19.764809,Commencing Fragmentation: Kill Me Baby Episode 4
2018-09-29 02:47:43.071433,Commencing Fragmentation: Kill Me Baby Episode 5
2018-09-29 03:12:02.009334,Save completed.
2018-09-29 03:36:48.251912,Commencing Fragmentation: Kill Me Baby Episode 6
2018-09-29 04:01:11.009438,Save completed.
2018-09-30 23:28:24.246806,Commencing Fragmentation: Sword Art Online Episode 8
2018-09-30 23:34:42.768255,Commencing Fragmentation: Kill Me Baby Episode 7
2018-09-30 23:57:06.406177,Save completed.
2018-10-01 00:00:28.349652,Backup completed.
2018-10-01 01:20:40.458089,Commencing Rebuild.
2018-10-01 01:20:40.458089,Rebuild successful.
2018-10-01 01:22:26.281264,Save completed.
2018-10-02 00:45:04.293322,Thunderbolt Fantasy 2 Installed on AMORPHOUS SAPIENTIA.
2018-10-02 00:45:08.298199,Save completed.
2018-10-02 02:57:03.300063,Kill Me Baby Episode 8 is unavailable.
2018-10-02 02:57:30.332126,Commencing Fragmentation: Kill Me Baby Episode 8
2018-10-02 03:21:56.365114,Commencing Fragmentation: Kill Me Baby Episode 9
2018-10-02 03:46:24.015052,Commencing Fragmentation: Kill Me Baby Episode 10
2018-10-02 04:16:26.214586,Commencing Fragmentation: Kill Me Baby Episode 11
2018-10-02 05:04:37.031226,Save completed.
2018-10-03 00:03:50.463842,Kill Me Baby Episode 11 is unavailable.
2018-10-03 00:04:10.494950,Kill Me Baby Episode 11 is unavailable.
2018-10-03 00:04:25.512837,Commencing Fragmentation: Kill Me Baby Episode 11
2018-10-03 00:28:57.514931,Commencing Fragmentation: Kill Me Baby Episode 12
2018-10-03 00:53:27.252689,Commencing Fragmentation: Kill Me Baby Episode 13
2018-10-03 01:17:29.055320,Copied World: Kill Me Baby
2018-10-03 01:17:31.066702,Kill Me Baby conquered.
2018-10-03 01:17:32.069414,Save completed.
2018-10-03 02:11:30.416291,Commencing Fragmentation: Kaiji Episode 18
2018-10-03 02:45:48.147784,Commencing Fragmentation: Kaiji Episode 19
2018-10-03 03:08:53.731545,Commencing Fragmentation: Kaiji Episode 20
2018-10-03 03:32:13.468457,Commencing Fragmentation: Kaiji Episode 21
2018-10-03 04:05:02.755558,Commencing Fragmentation: Kaiji Episode 22
2018-10-03 04:28:03.472117,Commencing Fragmentation: Kaiji Episode 23
2018-10-03 04:52:27.760744,Commencing Fragmentation: Kaiji Episode 24
2018-10-03 05:15:31.566074,Copied World: Kaiji
2018-10-03 05:23:18.546270,Save completed.
2018-10-04 13:12:33.967838,Baja no Studio Installed on OUTER SAPIENTIA.
2018-10-04 13:12:35.971316,Save completed.
2018-10-05 03:05:10.931691,Kaiji Episode 25 is unavailable.
2018-10-05 03:05:32.935286,Commencing Fragmentation: Comic Girls Episode 1
2018-10-05 03:31:15.527304,Comic Girls added to Fragmentations List.
2018-10-05 03:31:22.537120,Commencing Fragmentation: Comic Girls Episode 2
2018-10-05 04:01:00.304421,Save completed.
2018-10-05 16:50:26.246968,Commencing Fragmentation: Kino no Tabi- The Beautiful World - The Animated Series Episode 10
2018-10-05 16:51:08.577882,Commencing Fragmentation: Kino no Tabi- The Beautiful World - The Animated Series Episode 11
2018-10-05 18:50:04.135591,Zombieland Saga Installed on AMORPHOUS SAPIENTIA.
2018-10-05 18:50:12.141302,Ready to materialize (mp4): Zombieland Saga Episode 1
2018-10-05 20:10:33.163600,Commencing Fragmentation: Comic Girls Episode 3
2018-10-05 22:29:44.950953,Save completed.
2018-10-05 22:49:18.160505,Commencing Fragmentation: Comic Girls Episode 4
2018-10-06 00:00:34.361233,Save completed.
2018-10-06 03:18:11.926854,Uchi no Maid ga Uzasugiru! Installed on AMORPHOUS SAPIENTIA.
2018-10-06 03:18:24.976805,Ready to materialize (mp4): Uchi no Maid ga Uzasugiru! Episode 1
2018-10-06 03:44:52.815311,Save completed.
2018-10-06 20:37:02.445527,Commencing Fragmentation: Comic Girls Episode 5
2018-10-06 21:01:53.430964,Commencing Fragmentation: Comic Girls Episode 6
2018-10-06 21:25:46.035494,Save completed.
2018-10-07 03:59:51.293078,Commencing Fragmentation: Comic Girls Episode 7
2018-10-07 04:25:34.126363,Save completed.
2018-10-09 03:27:00.487085,Copied World: Kaiji
2018-10-09 03:27:02.480554,Kaiji conquered.
2018-10-09 03:27:11.467994,Save completed.
2018-10-09 16:47:56.293420,Otona no Bouguya-san Installed on AMORPHOUS SAPIENTIA.
2018-10-09 16:47:59.295551,Save completed.
2018-10-11 02:43:39.384301,Save completed.
2018-10-11 12:50:01.099075,Idol Tenshi Youkoso Youko Installed on OUTER SAPIENTIA.
2018-10-11 12:50:08.098452,Save completed.
